Cooties,R,88 min,"Action, Comedy, Horror",9/18/15,"Jonathan Milott, Cary Murnion","Leigh Whannell, Ian Brennan, Leigh Whannell (story), Ian Brennan (story), Josh C. Waller (story)","Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer",http://ia.media-imdb.com/images/M/MV5BMTA4MTM5NzExMjBeQTJeQWpwZ15BbWU4MDYyNTk1OTUx._V1_SX300.jpg,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
Captive,PG-13,97 min,"Crime, Drama, Thriller",9/18/15,Jerry Jameson,"Brian Bird (screenplay), Ashley Smith (book)","Kate Mara, Mimi Rogers, Michael Kenneth Williams, David Oyelowo",http://ia.media-imdb.com/images/M/MV5BMjMwNzIyNTY5N15BMl5BanBnXkFtZTgwOTUyNDEwNjE@._V1_SX300.jpg,A single mother struggling with drug addiction is taken hostage in her own apartment by a man on the run who has broken out of jail and murdered the judge assigned to his case.
War Pigs,R,91 min,"Action, War",9/18/15,Ryan Little,"Adam Emerson, Andrew Kightlinger (story), Steven Luke (screenplay), Steven Luke (story)","Luke Goss, Dolph Lundgren, Chuck Liddell, Mickey Rourke",http://ia.media-imdb.com/images/M/MV5BMjA1MDUyNTE1Ml5BMl5BanBnXkFtZTgwNDkyMDc0NTE@._V1_SX300.jpg,A rag tag unit of misfits known as the War Pigs must go behind enemy lines to exterminate Nazis by any means necessary.
Maze Runner: The Scorch Trials,PG-13,132 min,"Action, Sci-Fi, Thriller",9/18/15,Wes Ball,"T.S. Nowlin (screenplay), James Dashner (novel)","Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster",http://ia.media-imdb.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
Mermaids on Mars,G,25 min,"Animation, Short, Adventure",9/18/15,Jon V. Peters,"Jarrett Galante (screenplay), Nancy Guettier (story), Jon V. Peters (additional material)","Nathan Caywood, Susan Zelinsky, Jessica Lowe, Angelica Zuber",http://ia.media-imdb.com/images/M/MV5BMjAyNTc5NDk3OV5BMl5BanBnXkFtZTgwODA1NjM4NTE@._V1_SX300.jpg,Follows a young boy who travels to Mars to try to save the last of the planets water and the three mermaids who live there from a love struck Martian bent on destruction.
Grandma,R,79 min,"Comedy, Drama",9/18/15,Paul Weitz,Paul Weitz,"Lily Tomlin, Julia Garner, Marcia Gay Harden, Judy Greer",http://ia.media-imdb.com/images/M/MV5BMjExMDE2OTIxM15BMl5BanBnXkFtZTgwMDY5NzAyNjE@._V1_SX300.jpg,"A teenager facing an unplanned pregnancy seeks help from her acerbic grandmother, a woman who is long estranged from her daughter."
Believe Me,PG-13,93 min,"Comedy, Drama",9/16/15,Will Bakke,"Michael B. Allen, Will Bakke","Alex Russell, Zachary Knighton, Johanna Braddy, Miles Fisher",http://ia.media-imdb.com/images/M/MV5BMTU4MTUwNTI5NV5BMl5BanBnXkFtZTgwMzE0Njg5MTE@._V1_SX300.jpg,"Desperate, broke, and out of ideas, four college seniors start a fake charity to embezzle money for tuition."
Hidden,R,84 min,"Horror, Thriller",9/15/15,"Matt Duffer, Ross Duffer","Matt Duffer, Ross Duffer","Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind, David Lewis",http://ia.media-imdb.com/images/M/MV5BMTkyNjAxMjcwNV5BMl5BanBnXkFtZTgwMzQyMTE4NjE@._V1_SX300.jpg,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.
Septembers of Shiraz,PG-13,110 min,Thriller,9/15/15,Wayne Blair,"Dalia Sofer (novel), Hanna Weg","Salma Hayek, Shohreh Aghdashloo, Adrien Brody, Gabriella Wright",http://ia.media-imdb.com/images/M/MV5BMTgyNTI3NjM0OF5BMl5BanBnXkFtZTgwNTY4MTQ3NjE@._V1_SX300.jpg,Prior to the Iranian revolution it was a place where people of all religions were allowed to flourish. This is the story of a prosperous Jewish family who abandon everything before they are consumed by the passions of revolutionaries.
The Hive,R,93 min,"Horror, Sci-Fi, Thriller",9/14/15,David Yarovesky,"Will Honley, David Yarovesky","Steve Agee, Elya Baskin, Gabriel Basso, Talitha Bateman",http://ia.media-imdb.com/images/M/MV5BODI2NTAwMDg5OF5BMl5BanBnXkFtZTgwNjQ5Mzc2MjE@._V1_SX300.jpg,A young man suffering from amnesia must dig deep into the far reaches of his mind to remember who he is and save the love of his life before a virus that has infected him takes over.
Meet the Patels,PG,88 min,"Documentary, Comedy, Romance",9/11/15,"Geeta Patel, Ravi Patel","Matthew Hamachek, Billy McMillin, Geeta Patel, Ravi Patel","Chandar Abboy, Renita Abboy, Rishika Advani, Rali Amin",http://ia.media-imdb.com/images/M/MV5BMjAxNzM3NjE4M15BMl5BanBnXkFtZTgwMDg3NjMzNjE@._V1_SX300.jpg,An Indian-American man who is about to turn 30 gets help from his parents and extended family to start looking for a wife in the traditional Indian way.
The Visit,PG-13,94 min,"Horror, Thriller",9/11/15,M. Night Shyamalan,M. Night Shyamalan (screenplay),"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",http://ia.media-imdb.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,"Two siblings become incredibly frightened by their grandparents disturbing behavior, while visiting them on vacation."
The Visit,PG-13,94 min,"Horror, Thriller",9/11/15,M. Night Shyamalan,M. Night Shyamalan (screenplay),"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",http://ia.media-imdb.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,A single mother finds that things in her family's life go very wrong after her two young children visit their grandparents.
The Perfect Guy,PG-13,100 min,"Drama, Thriller",9/11/15,David M. Rosenthal,"Alan B. McElroy (story), Tyger Williams (screenplay)","Sanaa Lathan, Michael Ealy, Morris Chestnut, L. Scott Caldwell",http://ia.media-imdb.com/images/M/MV5BMjA4NzcwMTkzMF5BMl5BanBnXkFtZTgwMDAwNDUxNjE@._V1_SX300.jpg,"After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
12 Rounds 3: Lockdown,R,90 min,"Action, Crime, Thriller",9/11/15,Stephen Reynolds,"Nathan Brookes, Bobby Lee Darby","Jonathan Good, Roger R. Cross, Daniel Cudmore, Lochlyn Munro",http://ia.media-imdb.com/images/M/MV5BMjAxNzYyNjE3M15BMl5BanBnXkFtZTgwOTA2NDUzNjE@._V1_SX300.jpg,Lockdown Follows a police officer who returns to duty after recovering from a gun shot wound to discover incriminating evidence of illegal activities against those closest to him. He ...
90 Minutes in Heaven,PG-13,121 min,Drama,9/11/15,Michael Polish,"Don Piper (book), Michael Polish (screenplay)","Hayden Christensen, Kate Bosworth, Hudson Meek, Bobby Batson",http://ia.media-imdb.com/images/M/MV5BMjE5ODE3Mjc1MF5BMl5BanBnXkFtZTgwNzAwMzAyNjE@._V1_SX300.jpg,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven."
Chain of Command,R,88 min,"Action, Thriller",9/8/15,Kevin Carraway,"Kevin Carraway, Lawrence Sara","Michael Jai White, Max Ryan, Steve Austin, Allen Yates",http://ia.media-imdb.com/images/M/MV5BODgyMjM4MTc2M15BMl5BanBnXkFtZTgwNzI5MjA0NjE@._V1_SX300.jpg,"After finding his brother murdered after returning from duty, Webster searches for the perpetrators, but discovers a conspiracy that cuts deep inside the U.S. government."
Gun,R,82 min,"Action, Crime, Thriller",9/5/15,Jessy Terrero,50 Cent,"50 Cent, Val Kilmer, AnnaLynne McCord, James Remar",http://ia.media-imdb.com/images/M/MV5BMTc0MDk3MjI1OV5BMl5BanBnXkFtZTcwNzg0MjIyMw@@._V1_SX300.jpg,A drama set in the world of gun-running.
Heroes of Dirt,PG-13,98 min,"Action, Drama, Sport",9/4/15,Eric Bugbee,"Kevyn Bashore, Eric Bugbee (story), Eric Bugbee, Jill Bugbee (story), Jill Bugbee, Bob Massey","Joel Moody, William Martinez, Vivienne VanHorn, Bill Allen",http://ia.media-imdb.com/images/M/MV5BOTIyMzc3NjMzNl5BMl5BanBnXkFtZTgwNTQzMTQ2MzE@._V1_SX300.jpg,A self-focused BMX dirt rider aspires to become the next stunt champion and is forced to mentor a troubled teen.
A Walk in the Woods,R,104 min,"Adventure, Comedy, Drama",9/2/15,Ken Kwapis,"Michael Arndt (screenplay), Bill Holderman (screenplay), Bill Bryson (book)","Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",http://ia.media-imdb.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_SX300.jpg,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends."
Money Fight,PG-13,119 min,"Action, Drama",9/1/15,"Adam Boster, Kenneth Chamitoff",Kenneth Chamitoff,"Ving Rhames, Maria Conchita Alonso, George Takei, John Savage",http://ia.media-imdb.com/images/M/MV5BMzM4MTk2MjA4N15BMl5BanBnXkFtZTgwMjgzMDIyNTE@._V1_SX300.jpg,"This full-contact action drama, loaded with authentic mixed martial arts, is a transcending inspirational story of redemption."
LUV,R,94 min,"Crime, Drama",9/1/15,Sheldon Candis,"Sheldon Candis (screenplay), Justin Wilson (screenplay), Justin Wilson","Michael Rainey Jr., Tracey Heggins, Common, Lonette McKee",http://ia.media-imdb.com/images/M/MV5BMTY2MjEzNDIzNV5BMl5BanBnXkFtZTcwMzkyMTQ0OA@@._V1_SX300.jpg,An 11-year-old boy gets a crash course in what it means to be a man when he spends a day with the ex-convict uncle he idolizes.
Money Fight,PG-13,119 min,"Action, Drama",9/1/15,"Adam Boster, Kenneth Chamitoff",Kenneth Chamitoff,"Ving Rhames, Maria Conchita Alonso, John Savage, George Takei",http://ia.media-imdb.com/images/M/MV5BMjIzMzk1MDc5NV5BMl5BanBnXkFtZTgwMzc0MDUyMjE@._V1_SX300.jpg,"This full-contact action drama, loaded with authentic mixed martial arts, is a transcending inspirational story of redemption."
Z for Zachariah,PG-13,98 min,Drama,8/28/15,Craig Zobel,"Nissar Modi (screenplay), Robert C. O'Brien (novel)","Chiwetel Ejiofor, Margot Robbie, Chris Pine",http://ia.media-imdb.com/images/M/MV5BMTUwMTUwODUzNV5BMl5BanBnXkFtZTgwMDIxMDE5NTE@._V1_SX300.jpg,"In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors."
Unsullied,R,93 min,"Action, Horror, Thriller",8/28/15,Simeon Rice,"John Nodilo, John Nodilo (screenplay), John Nodilo, Simeon Rice, Simeon Rice","Rusty Joiner, Murray Gray, James Gaudioso, Erin Boyes",http://ia.media-imdb.com/images/M/MV5BMjIyMTQyNTIxN15BMl5BanBnXkFtZTgwMjk5NzcyNjE@._V1_SX300.jpg,"Follows Reagan, a track star, who is kidnapped by a pair of sociopaths after her car breaks down on a deserted road."
The Diary of a Teenage Girl,R,102 min,"Drama, Romance",8/28/15,Marielle Heller,"Phoebe Gloeckner (novel), Marielle Heller (screenplay)","Bel Powley, Willie, Kristen Wiig, Abby Wait",http://ia.media-imdb.com/images/M/MV5BMjE4MTQ3NTgwOF5BMl5BanBnXkFtZTgwMDQ3NTc5NTE@._V1_SX300.jpg,A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.
Zipper,R,103 min,"Drama, Thriller",8/28/15,Mora Stephens,"Mora Stephens, Mora Stephens, Joel Viertel, Joel Viertel","Patrick Wilson, Lena Headey, Ray Winstone, Richard Dreyfuss",http://ia.media-imdb.com/images/M/MV5BMjIxODgzMDcwNV5BMl5BanBnXkFtZTgwODIyODIzNjE@._V1_SX300.jpg,A family man has it all until he risks losing everything due to his inability to fight off his obsessive temptation for other women.
Pod,R,76 min,"Horror, Mystery, Thriller",8/28/15,Mickey Keating,"Mickey Keating, Mickey Keating","Larry Fessenden, Lauren Ashley Carter, Brian Morvant, Dean Cates",http://ia.media-imdb.com/images/M/MV5BMTAxMTM5MzgyNzleQTJeQWpwZ15BbWU4MDc0NzAxNjYx._V1_SX300.jpg,A family intervention goes horrifically awry within the snowy confines of an isolated lake house.
We Are Your Friends,R,96 min,"Drama, Music, Romance",8/28/15,Max Joseph,"Max Joseph (screenplay), Meaghan Oppenheimer (screenplay), Richard Silverman (story)","Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",http://ia.media-imdb.com/images/M/MV5BMjE2NjIxODUxNF5BMl5BanBnXkFtZTgwMjI1MzM1NjE@._V1_SX300.jpg,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune."
War Room,PG,120 min,Drama,8/28/15,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Karen Abercrombie, Priscilla C. Shirer, T.C. Stallings, Tenae Downing",http://ia.media-imdb.com/images/M/MV5BMTYyNTUxMjQwNF5BMl5BanBnXkFtZTgwNDY5MDIwNTE@._V1_SX300.jpg,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman."
Unsullied,R,93 min,"Action, Horror, Thriller",8/28/15,Simeon Rice,"John Nodilo, John Nodilo (screenplay), John Nodilo, Simeon Rice, Simeon Rice","Rusty Joiner, Murray Gray, James Gaudioso, Erin Boyes",http://ia.media-imdb.com/images/M/MV5BMjIyMTQyNTIxN15BMl5BanBnXkFtZTgwMjk5NzcyNjE@._V1_SX300.jpg,"Follows Reagan, a track star, who is kidnapped by a pair of sociopaths after her car breaks down on a deserted road."
War Room,PG,120 min,Drama,8/28/15,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Karen Abercrombie, Priscilla C. Shirer, T.C. Stallings, Tenae Downing",http://ia.media-imdb.com/images/M/MV5BMTYyNTUxMjQwNF5BMl5BanBnXkFtZTgwNDY5MDIwNTE@._V1_SX300.jpg,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman."
No Escape,R,103 min,"Action, Thriller",8/26/15,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle","Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare",http://ia.media-imdb.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_SX300.jpg,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed."
Some Kind Of Beautiful,R,99 min,"Comedy, Romance",8/21/15,Tom Vaughan,Matthew Newman,"Pierce Brosnan, Salma Hayek, Jessica Alba, Malcolm McDowell",http://ia.media-imdb.com/images/M/MV5BMTg0MTU5MDIwMF5BMl5BanBnXkFtZTgwNjg5NTMzNjE@._V1_SX300.jpg,A drama about a Cambridge poetry professor who begins to re-evaluate his life of Byronic excess.
She's Funny That Way,R,93 min,Comedy,8/21/15,Peter Bogdanovich,"Peter Bogdanovich (screenplay), Louise Stratten (screenplay)","Imogen Poots, Illeana Douglas, Graydon Carter, Owen Wilson",http://ia.media-imdb.com/images/M/MV5BODEyMjYzMjY5Ml5BMl5BanBnXkFtZTgwMjYyODQyNjE@._V1_SX300.jpg,"On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production."
Hitman: Agent 47,R,96 min,"Action, Crime, Thriller",8/21/15,Aleksander Bach,"Skip Woods (screenplay), Michael Finch (screenplay), Skip Woods (story)","Angelababy, Dan Bakkedahl, Charlene Beck, Michael Bornhütter",http://ia.media-imdb.com/images/M/MV5BMTY3NTQyMDY0Ml5BMl5BanBnXkFtZTgwODkzMjI0NjE@._V1_SX300.jpg,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.
Sinister 2,R,97 min,"Horror, Mystery, Thriller",8/21/15,Ciarán Foy,"Scott Derrickson, C. Robert Cargill, Scott Derrickson (characters), C. Robert Cargill (characters)","James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",http://ia.media-imdb.com/images/M/MV5BMjQ2NTM5NzU3MF5BMl5BanBnXkFtZTgwMDAwMTQyNTE@._V1_SX300.jpg,A young mother and her twin sons move into a rural house that's marked for death.
Learning to Drive,R,90 min,"Comedy, Drama, Romance",8/21/15,Isabel Coixet,Sarah Kernochan,"Patricia Clarkson, Ben Kingsley, Jake Weber, Sarita Choudhury",http://ia.media-imdb.com/images/M/MV5BMTQ1ODkwMzMzNl5BMl5BanBnXkFtZTgwOTAzMTMzNTE@._V1_SX300.jpg,"As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel."
American Ultra,R,96 min,"Action, Comedy",8/21/15,Nima Nourizadeh,Max Landis,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton",http://ia.media-imdb.com/images/M/MV5BMTcwMTM1NDU1Ml5BMl5BanBnXkFtZTgwNDk5MTgzNjE@._V1_SX300.jpg,A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.
Digging for Fire,R,85 min,Drama,8/21/15,Joe Swanberg,"Jake Johnson, Joe Swanberg","Jake Johnson, Rosemarie DeWitt, Orlando Bloom, Brie Larson",http://ia.media-imdb.com/images/M/MV5BOTIzODE1MTA0NV5BMl5BanBnXkFtZTgwNjExMzkyNjE@._V1_SX300.jpg,The discovery of a bone and a gun send a husband and wife on separate adventures over the course of a weekend.
"No God, No Master",PG-13,94 min,"Crime, Drama, History",8/19/15,Terry Green,Terry Green,"David Strathairn, Ray Wise, Sam Witwer, Alessandro Mario",http://ia.media-imdb.com/images/M/MV5BMjM4NDgxNzEzOV5BMl5BanBnXkFtZTgwMDIxODMyMTE@._V1_SX300.jpg,"When a series of package bombs show up on the doorsteps of prominent politicians and businessmen in the summer of 1919, U.S. Bureau of Investigation Agent William Flynn (Strathairn) is ..."
"Aura, IL",PG-13,97 min,"Drama, Romance",8/15/15,Yu Hasegawa-Johnson,Yu Hasegawa-Johnson,"Avalon Barrie, Jason Van Eman, Troy Xu, Brian Yang",http://ia.media-imdb.com/images/M/MV5BMjE5NDAyMzUzMV5BMl5BanBnXkFtZTgwMjYzODIxMDE@._V1_SX300.jpg,Suppose you knew the date of your death; would that solve anything?
Straight Outta Compton,R,147 min,"Biography, Drama, Music",8/14/15,F. Gary Gray,"Jonathan Herman (screenplay), Andrea Berloff (screenplay), S. Leigh Savidge (story), Alan Wenkus (story), Andrea Berloff (story)","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",http://ia.media-imdb.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg,"The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
The Man from U.N.C.L.E.,PG-13,116 min,"Action, Adventure, Comedy",8/14/15,Guy Ritchie,"Guy Ritchie (screenplay), Lionel Wigram (screenplay), Jeff Kleeman (story), David C. Wilson (story), Guy Ritchie (story), Lionel Wigram (story), Sam Rolfe (television series)","Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",http://ia.media-imdb.com/images/M/MV5BMTc2NjQ4ODYyNF5BMl5BanBnXkFtZTgwODA3OTU5NTE@._V1_SX300.jpg,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
Air,PG-13,95 min,"Sci-Fi, Thriller",8/14/15,Christian Cantamessa,"Christian Cantamessa, Chris Pasetto","Norman Reedus, Djimon Hounsou, Sandrine Holt, Michael Hogan",http://ia.media-imdb.com/images/M/MV5BMjE2NjcwMjA2OF5BMl5BanBnXkFtZTgwODA5NTkxNjE@._V1_SX300.jpg,"In the near future, breathable air is nonexistent and two engineers tasked with guarding the last hope for mankind struggle to preserve their own lives while administering to their vital task at hand."
Final Girl,R,90 min,"Action, Drama, Horror",8/14/15,Tyler Shields,"Adam Prince (screenplay), Stephen Scarlata (story), Alejandro Seri (story), Johnny Silver (story)","Abigail Breslin, Wes Bentley, Logan Huffman, Cameron Bright",http://ia.media-imdb.com/images/M/MV5BMTQ3Mjk5NDU3NF5BMl5BanBnXkFtZTgwNjU3MTU1NjE@._V1_SX300.jpg,A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.
Mistress America,R,84 min,Comedy,8/14/15,Noah Baumbach,"Noah Baumbach, Greta Gerwig","Nat Baldwin, Juliet Brett, Andrea Chen, Michael Chernus",http://ia.media-imdb.com/images/M/MV5BMjEzNzgzNDgzNV5BMl5BanBnXkFtZTgwODcyMjk4NTE@._V1_SX300.jpg,"A lonely college freshman's life is turned upside down by her impetuous, adventurous soon-to-be stepsister."
Walt Before Mickey,PG,120 min,"Biography, Drama",8/14/15,Khoa Le,"Arthur L. Bernstein, Armando Gutierrez, Timothy Susanin (book), Diane Disney (foreword), Frank Licari (additional writing)","Jodie Sweetin, Jon Heder, David Henrie, Thomas Ian Nicholas",http://ia.media-imdb.com/images/M/MV5BMjI1NDc1ODAyNF5BMl5BanBnXkFtZTgwODM3NTc2NTE@._V1_SX300.jpg,"Based on the book ""Walt Before Mickey"" covers the early years of Walt Disney's career."
"10,000 Saints",R,113 min,"Comedy, Drama, Music",8/14/15,"Shari Springer Berman, Robert Pulcini","Shari Springer Berman, Eleanor Henderson (based on the novel by), Robert Pulcini","Henry Kelemen, Julianne Nicholson, Ethan Hawke, Asa Butterfield",http://ia.media-imdb.com/images/M/MV5BNjM1NTgwODEyOV5BMl5BanBnXkFtZTgwNzM1ODM1NjE@._V1_SX300.jpg,"Set in the 1980s, a teenager from Vermont moves to New York City to live with his father in East Village."
Fort Tilden,R,98 min,Comedy,8/14/15,"Sarah-Violet Bliss, Charles Rogers","Sarah-Violet Bliss (story), Sarah-Violet Bliss, Brian Lannin (story), Charles Rogers (story), Charles Rogers","Bridey Elliott, Clare McNulty, Neil Casey, Alysia Reiner",http://ia.media-imdb.com/images/M/MV5BMjEwODMzMzkxN15BMl5BanBnXkFtZTgwNzY3NDgyNjE@._V1_SX300.jpg,A comedy about Allie and Harper and their needlessly difficult journey to the beach.
Once I Was a Beehive,PG,119 min,"Comedy, Drama, Family",8/14/15,Maclain Nelson,"Maclain Nelson, Maclain Nelson","Paris Warner, Lisa Clark, Hailey Smith, Clare Niederpruem",http://ia.media-imdb.com/images/M/MV5BMTUyNjQ2NDYzOF5BMl5BanBnXkFtZTgwMjM3MTQxNTE@._V1_SX300.jpg,"After losing her father to cancer, a teenage girl reluctantly joins her new step-cousin at a summer camp for Mormon girls."
People Places Things,R,85 min,Comedy,8/14/15,James C. Strouse,James C. Strouse,"Jemaine Clement, Regina Hall, Jessica Williams, Stephanie Allynne","http://ia.media-imdb.com/images/M/MV5BMTg2NjI2MTMzNV5BMl5BanBnXkFtZTgwMTcwODIwNjE@._V1._CR80,50,1280,1800_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg",Will Henry is a newly single graphic novelist balancing parenting his young twin daughters and a classroom full of students while exploring and navigating the rich complexities of new love and letting go of the woman who left him.
Into the Grizzly Maze,R,94 min,"Action, Horror, Thriller",8/13/15,David Hackl,"Guy Moshe (screenplay), J.R. Reher (screenplay), J.R. Reher (story)","James Marsden, Thomas Jane, Piper Perabo, Scott Glenn",http://ia.media-imdb.com/images/M/MV5BMjExOTkxMTIzN15BMl5BanBnXkFtZTgwNjcxNzY2NTE@._V1_SX300.jpg,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.
Mississippi Grind,R,108 min,Drama,8/13/15,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck","Ben Mendelsohn, Yvonne Landry, Anthony Howard, Ryan Reynolds",http://ia.media-imdb.com/images/M/MV5BMjE3NTE3NzY2MV5BMl5BanBnXkFtZTgwNTY3NDIzNjE@._V1_SX300.jpg,"Down on his luck and facing financial hardship, Gerry teams up with younger charismatic poker player, Curtis, in an attempt to change his luck. The two set off on a road trip through the South with visions of winning back what's been lost."
Exeter,R,91 min,"Horror, Thriller",8/12/15,Marcus Nispel,"Kirsten McCallion, Kirsten McCallion, Marcus Nispel (story)","Stephen Lang, Kevin Chapman, Kelly Blatz, Brittany Curran",http://ia.media-imdb.com/images/M/MV5BODA3NjAxMTIzN15BMl5BanBnXkFtZTgwODY0MDM1NTE@._V1_SX300.jpg,A group of teenagers accidentally release an evil spirit that starts to possess them one by one.
Sleeping with Other People,R,101 min,Comedy,8/12/15,Leslye Headland,Leslye Headland,"Alison Brie, Jason Sudeikis, Jordan Carlos, Margarita Levieva",http://ia.media-imdb.com/images/M/MV5BMTUyMzQwNjEyNV5BMl5BanBnXkFtZTgwMzYwMzgwNjE@._V1_SX300.jpg,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in."
Fantastic Four,PG-13,100 min,"Action, Adventure, Sci-Fi",8/7/15,Josh Trank,"Jeremy Slater (screenplay), Simon Kinberg (screenplay), Josh Trank (screenplay), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)","Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell",http://ia.media-imdb.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_SX300.jpg,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.
The Prophet,PG,84 min,"Animation, Drama",8/7/15,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michal Socha","Roger Allers (screenplay), Kahlil Gibran (novel), Irene Mecchi (Additional Story & Dialogue), Hanna Weg (additional writing), Douglas Wood (additional story and dialogue)","Liam Neeson, John Krasinski, Salma Hayek, Frank Langella",http://ia.media-imdb.com/images/M/MV5BMTY5NzI4MjE2OV5BMl5BanBnXkFtZTgwMDg3OTU5NTE@._V1_SX300.jpg,Exiled artist and poet Mustafa embarks on a journey home with his housekeeper and her daughter; together the trio must evade the authorities who fear that the truth in Mustafa's words will incite rebellion.
Harbinger Down,R,82 min,"Horror, Sci-Fi",8/7/15,Alec Gillis,Alec Gillis,"Lance Henriksen, Matt Winston, Camille Balsamo, Giovonnie Samuels",http://ia.media-imdb.com/images/M/MV5BMTQ4NDYyNzM5M15BMl5BanBnXkFtZTgwNDI0MjY0NjE@._V1_SX300.jpg,A group of grad students have booked passage on the crabbing boat Harbinger to study the effects of global warming on a pod of Belugas in the Bering Sea. When the ship's crew dredges up a ...
Ricki and the Flash,PG-13,101 min,"Comedy, Drama, Music",8/7/15,Jonathan Demme,Diablo Cody,"Meryl Streep, Rick Springfield, Rick Rosas, Joe Vitale",http://ia.media-imdb.com/images/M/MV5BMTY1NzIxNzkzM15BMl5BanBnXkFtZTgwMzAzNjIzNjE@._V1_SX300.jpg,"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family."
